图片名,图片名,分辨率1,分辨率2,相似性检验结果
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_800x480_Similarity.jpg,768x1280,800x480,0.86161
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280_Similarity.jpg,768x1280,768x1280,0.992067
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_720x1280_Similarity.jpg,768x1280,720x1280,0.99124
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_640x480_Similarity.jpg,768x1280,640x480,0.919654
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_480x800_Similarity.jpg,768x1280,480x800,0.956545
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_400x240_Similarity.jpg,768x1280,400x240,0.84505
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_320x240_Similarity.jpg,768x1280,320x240,0.891414
2020-03-09_SnoozyTheBear_ZH-CN1561515228_768x1280.jpg,2020-03-09_SnoozyTheBear_ZH-CN1561515228_240x320_Similarity.jpg,768x1280,240x320,0.942745
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_1920x1080_Similarity.jpg,768x1280,1920x1080,0.966351
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_1366x768_Similarity.jpg,768x1280,1366x768,0.966056
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_1280x768_Similarity.jpg,768x1280,1280x768,0.970177
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_1024x768_Similarity.jpg,768x1280,1024x768,0.955539
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_800x600_Similarity.jpg,768x1280,800x600,0.952519
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_800x480_Similarity.jpg,768x1280,800x480,0.825336
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280_Similarity.jpg,768x1280,768x1280,0.982314
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_720x1280_Similarity.jpg,768x1280,720x1280,0.983581
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_640x480_Similarity.jpg,768x1280,640x480,0.921246
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_480x800_Similarity.jpg,768x1280,480x800,0.956687
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_400x240_Similarity.jpg,768x1280,400x240,0.649979
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_320x240_Similarity.jpg,768x1280,320x240,0.840736
2020-03-10_DrumhellerBadlands_ZH-CN3069391817_768x1280.jpg,2020-03-10_DrumhellerBadlands_ZH-CN3069391817_240x320_Similarity.jpg,768x1280,240x320,0.921896
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_1920x1080_Similarity.jpg,768x1280,1920x1080,0.877441
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_1366x768_Similarity.jpg,768x1280,1366x768,0.885014
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_1280x768_Similarity.jpg,768x1280,1280x768,0.92964
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_1024x768_Similarity.jpg,768x1280,1024x768,0.923848
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_800x600_Similarity.jpg,768x1280,800x600,0.90526
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_800x480_Similarity.jpg,768x1280,800x480,0.882187
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280_Similarity.jpg,768x1280,768x1280,0.967043
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_720x1280_Similarity.jpg,768x1280,720x1280,0.96233
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_640x480_Similarity.jpg,768x1280,640x480,0.877449
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_480x800_Similarity.jpg,768x1280,480x800,0.884339
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_400x240_Similarity.jpg,768x1280,400x240,0.854885
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_320x240_Similarity.jpg,768x1280,320x240,0.837219
2020-03-11_CubsEmerge_ZH-CN1697031244_768x1280.jpg,2020-03-11_CubsEmerge_ZH-CN1697031244_240x320_Similarity.jpg,768x1280,240x320,0.785083
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_1920x1080_Similarity.jpg,768x1280,1920x1080,0.680441
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_1366x768_Similarity.jpg,768x1280,1366x768,0.659815
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_1280x768_Similarity.jpg,768x1280,1280x768,0.699155
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_1024x768_Similarity.jpg,768x1280,1024x768,0.700579
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_800x600_Similarity.jpg,768x1280,800x600,0.725366
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_800x480_Similarity.jpg,768x1280,800x480,0.693332
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_768x1280_Similarity.jpg,768x1280,768x1280,0.956026
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_720x1280_Similarity.jpg,768x1280,720x1280,0.933291
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_640x480_Similarity.jpg,768x1280,640x480,0.693034
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_480x800_Similarity.jpg,768x1280,480x800,0.820288
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_400x240_Similarity.jpg,768x1280,400x240,0.606708
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_320x240_Similarity.jpg,768x1280,320x240,0.658927
2020-03-12_SiestaKey_ZH-CN1759696989_768x1280.jpg,2020-03-12_SiestaKey_ZH-CN1759696989_240x320_Similarity.jpg,768x1280,240x320,0.798753
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_1920x1080_Similarity.jpg,768x1280,1920x1080,0.869476
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_1366x768_Similarity.jpg,768x1280,1366x768,0.875409
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_1280x768_Similarity.jpg,768x1280,1280x768,0.883647
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_1024x768_Similarity.jpg,768x1280,1024x768,0.790805
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_800x600_Similarity.jpg,768x1280,800x600,0.781228
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_800x480_Similarity.jpg,768x1280,800x480,0.834521
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280_Similarity.jpg,768x1280,768x1280,0.983827
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_720x1280_Similarity.jpg,768x1280,720x1280,0.981558
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_640x480_Similarity.jpg,768x1280,640x480,0.741944
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_480x800_Similarity.jpg,768x1280,480x800,0.779869
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_400x240_Similarity.jpg,768x1280,400x240,0.746877
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_320x240_Similarity.jpg,768x1280,320x240,0.634853
2020-03-13_FrenchColorado_ZH-CN9446885520_768x1280.jpg,2020-03-13_FrenchColorado_ZH-CN9446885520_240x320_Similarity.jpg,768x1280,240x320,0.693361
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_1920x1080_Similarity.jpg,768x1280,1920x1080,0.951014
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_1366x768_Similarity.jpg,768x1280,1366x768,0.937887
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_1280x768_Similarity.jpg,768x1280,1280x768,0.948052
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_1024x768_Similarity.jpg,768x1280,1024x768,0.908816
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_800x600_Similarity.jpg,768x1280,800x600,0.933411
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_800x480_Similarity.jpg,768x1280,800x480,0.915861
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280_Similarity.jpg,768x1280,768x1280,0.983963
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_720x1280_Similarity.jpg,768x1280,720x1280,0.982693
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_640x480_Similarity.jpg,768x1280,640x480,0.924427
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_480x800_Similarity.jpg,768x1280,480x800,0.941591
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_400x240_Similarity.jpg,768x1280,400x240,0.853852
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_320x240_Similarity.jpg,768x1280,320x240,0.858597
2020-03-14_Cirkelbroen_ZH-CN9645986135_768x1280.jpg,2020-03-14_Cirkelbroen_ZH-CN9645986135_240x320_Similarity.jpg,768x1280,240x320,0.883677
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_1920x1080_Similarity.jpg,768x1280,1920x1080,0.899127
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_1366x768_Similarity.jpg,768x1280,1366x768,0.85166
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_1280x768_Similarity.jpg,768x1280,1280x768,0.868875
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_1024x768_Similarity.jpg,768x1280,1024x768,0.850529
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_800x600_Similarity.jpg,768x1280,800x600,0.835803
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_800x480_Similarity.jpg,768x1280,800x480,0.876227
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280_Similarity.jpg,768x1280,768x1280,0.992168
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_720x1280_Similarity.jpg,768x1280,720x1280,0.988549
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_640x480_Similarity.jpg,768x1280,640x480,0.822919
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_480x800_Similarity.jpg,768x1280,480x800,0.943265
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_400x240_Similarity.jpg,768x1280,400x240,0.835763
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_320x240_Similarity.jpg,768x1280,320x240,0.854965
2020-03-15_MetamorphicRocks_ZH-CN9753251368_768x1280.jpg,2020-03-15_MetamorphicRocks_ZH-CN9753251368_240x320_Similarity.jpg,768x1280,240x320,0.915478
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_1920x1080_Similarity.jpg,768x1280,1920x1080,0.975488
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_1366x768_Similarity.jpg,768x1280,1366x768,0.972945
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_1280x768_Similarity.jpg,768x1280,1280x768,0.979024
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_1024x768_Similarity.jpg,768x1280,1024x768,0.963797
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_800x600_Similarity.jpg,768x1280,800x600,0.964689
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_800x480_Similarity.jpg,768x1280,800x480,0.959575
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_768x1280_Similarity.jpg,768x1280,768x1280,0.99055
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_720x1280_Similarity.jpg,768x1280,720x1280,0.990366
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_640x480_Similarity.jpg,768x1280,640x480,0.950552
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_480x800_Similarity.jpg,768x1280,480x800,0.968711
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_400x240_Similarity.jpg,768x1280,400x240,0.885311
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_320x240_Similarity.jpg,768x1280,320x240,0.882694
2020-03-16_YukonGames_ZH-CN0135612170_768x1280.jpg,2020-03-16_YukonGames_ZH-CN0135612170_240x320_Similarity.jpg,768x1280,240x320,0.920119
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_1920x1080_Similarity.jpg,768x1280,1920x1080,0.87962
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_1366x768_Similarity.jpg,768x1280,1366x768,0.851836
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_1280x768_Similarity.jpg,768x1280,1280x768,0.835812
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_1024x768_Similarity.jpg,768x1280,1024x768,0.687479
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_800x600_Similarity.jpg,768x1280,800x600,0.677794
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_800x480_Similarity.jpg,768x1280,800x480,0.75019
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_768x1280_Similarity.jpg,768x1280,768x1280,0.970345
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_720x1280_Similarity.jpg,768x1280,720x1280,0.965331
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_640x480_Similarity.jpg,768x1280,640x480,0.614074
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_480x800_Similarity.jpg,768x1280,480x800,0.898384
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_400x240_Similarity.jpg,768x1280,400x240,0.631033
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_320x240_Similarity.jpg,768x1280,320x240,0.386087
2020-03-17_Knowth_ZH-CN0295374506_768x1280.jpg,2020-03-17_Knowth_ZH-CN0295374506_240x320_Similarity.jpg,768x1280,240x320,0.824313
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_1920x1080_Similarity.jpg,768x1280,1920x1080,0.773214
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_1366x768_Similarity.jpg,768x1280,1366x768,0.777492
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_1280x768_Similarity.jpg,768x1280,1280x768,0.809052
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_1024x768_Similarity.jpg,768x1280,1024x768,0.816389
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_800x600_Similarity.jpg,768x1280,800x600,0.7938
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_800x480_Similarity.jpg,768x1280,800x480,0.743489
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280_Similarity.jpg,768x1280,768x1280,0.980877
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_720x1280_Similarity.jpg,768x1280,720x1280,0.977292
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_640x480_Similarity.jpg,768x1280,640x480,0.790816
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_480x800_Similarity.jpg,768x1280,480x800,0.93828
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_400x240_Similarity.jpg,768x1280,400x240,0.693619
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_320x240_Similarity.jpg,768x1280,320x240,0.763332
2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_768x1280.jpg,2020-03-18_KeichitsuCrocuse_ZH-CN1061292366_240x320_Similarity.jpg,768x1280,240x320,0.71459
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_1920x1080_Similarity.jpg,768x1280,1920x1080,0.845067
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_1366x768_Similarity.jpg,768x1280,1366x768,0.862945
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_1280x768_Similarity.jpg,768x1280,1280x768,0.851496
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_1024x768_Similarity.jpg,768x1280,1024x768,0.836748
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_800x600_Similarity.jpg,768x1280,800x600,0.842194
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_800x480_Similarity.jpg,768x1280,800x480,0.886572
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280_Similarity.jpg,768x1280,768x1280,0.986817
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_720x1280_Similarity.jpg,768x1280,720x1280,0.987657
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_640x480_Similarity.jpg,768x1280,640x480,0.822394
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_480x800_Similarity.jpg,768x1280,480x800,0.92162
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_400x240_Similarity.jpg,768x1280,400x240,0.838807
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_320x240_Similarity.jpg,768x1280,320x240,0.743349
2020-03-19_EquinoxAngkor_ZH-CN1157590532_768x1280.jpg,2020-03-19_EquinoxAngkor_ZH-CN1157590532_240x320_Similarity.jpg,768x1280,240x320,0.796934
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_1920x1080_Similarity.jpg,768x1280,1920x1080,0.643238
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_1366x768_Similarity.jpg,768x1280,1366x768,0.598239
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_1280x768_Similarity.jpg,768x1280,1280x768,0.638138
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_1024x768_Similarity.jpg,768x1280,1024x768,0.553246
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_800x600_Similarity.jpg,768x1280,800x600,0.503638
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_800x480_Similarity.jpg,768x1280,800x480,0.658803
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_768x1280_Similarity.jpg,768x1280,768x1280,0.979428
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_720x1280_Similarity.jpg,768x1280,720x1280,0.976418
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_640x480_Similarity.jpg,768x1280,640x480,0.48879
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_480x800_Similarity.jpg,768x1280,480x800,0.622405
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_400x240_Similarity.jpg,768x1280,400x240,0.648716
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_320x240_Similarity.jpg,768x1280,320x240,0.330044
2020-03-20_SaltonSea_ZH-CN1265210111_768x1280.jpg,2020-03-20_SaltonSea_ZH-CN1265210111_240x320_Similarity.jpg,768x1280,240x320,0.571392
2020-03-21_LoughriggTarn_ZH-CN1404327665_768x1280.jpg,2020-03-21_LoughriggTarn_ZH-CN1404327665_1920x1080_Similarity.jpg,768x1280,1920x1080,0.928812
2020-03-21_LoughriggTarn_ZH-CN1404327665_768x1280.jpg,2020-03-21_LoughriggTarn_ZH-CN1404327665_1366x768_Similarity.jpg,768x1280,1366x768,0.926173
2020-03-21_LoughriggTarn_ZH-CN1404327665_768x1280.jpg,2020-03-21_LoughriggTarn_ZH-CN1404327665_1280x768_Similarity.jpg,768x1280,1280x768,0.942665
