图片名,分辨率1,分辨率2,相似性检验结果
GPS_ZH-CN5160095061,768x1280,1280x768,0.928488
GPS_ZH-CN5160095061,768x1280,1024x768,0.934977
GPS_ZH-CN5160095061,768x1280,800x600,0.923966
GPS_ZH-CN5160095061,768x1280,800x480,0.943262
GPS_ZH-CN5160095061,768x1280,768x1280,1
GPS_ZH-CN5160095061,768x1280,720x1280,0.999563
GPS_ZH-CN5160095061,768x1280,640x480,0.920836
GPS_ZH-CN5160095061,768x1280,480x800,0.989089
GPS_ZH-CN5160095061,768x1280,400x240,0.93147
GPS_ZH-CN5160095061,768x1280,320x240,0.901614
GPS_ZH-CN5160095061,768x1280,240x320,0.961349
KauriTree_ZH-CN3695568740,768x1280,1920x1080,0.911968
KauriTree_ZH-CN3695568740,768x1280,1366x768,0.917625
KauriTree_ZH-CN3695568740,768x1280,1280x768,0.948067
KauriTree_ZH-CN3695568740,768x1280,1024x768,0.927283
KauriTree_ZH-CN3695568740,768x1280,800x600,0.939427
KauriTree_ZH-CN3695568740,768x1280,800x480,0.868939
KauriTree_ZH-CN3695568740,768x1280,768x1280,1
KauriTree_ZH-CN3695568740,768x1280,720x1280,0.999112
KauriTree_ZH-CN3695568740,768x1280,640x480,0.937561
KauriTree_ZH-CN3695568740,768x1280,480x800,0.962759
KauriTree_ZH-CN3695568740,768x1280,400x240,0.250076
KauriTree_ZH-CN3695568740,768x1280,320x240,0.873601
KauriTree_ZH-CN3695568740,768x1280,240x320,0.917252
KingEider_ZH-CN3559595357,768x1280,1920x1080,0.845571
KingEider_ZH-CN3559595357,768x1280,1366x768,0.84425
KingEider_ZH-CN3559595357,768x1280,1280x768,0.94517
KingEider_ZH-CN3559595357,768x1280,1024x768,0.805836
KingEider_ZH-CN3559595357,768x1280,800x600,0.695456
KingEider_ZH-CN3559595357,768x1280,800x480,0.873059
KingEider_ZH-CN3559595357,768x1280,768x1280,1
KingEider_ZH-CN3559595357,768x1280,720x1280,0.999636
KingEider_ZH-CN3559595357,768x1280,640x480,0.703463
KingEider_ZH-CN3559595357,768x1280,480x800,0.942544
KingEider_ZH-CN3559595357,768x1280,400x240,0.835189
KingEider_ZH-CN3559595357,768x1280,320x240,0.739776
KingEider_ZH-CN3559595357,768x1280,240x320,0.839198
MegellanicCloud_ZH-CN5132305226,768x1280,1920x1080,0.812554
MegellanicCloud_ZH-CN5132305226,768x1280,1366x768,0.758459
MegellanicCloud_ZH-CN5132305226,768x1280,1280x768,0.863606
MegellanicCloud_ZH-CN5132305226,768x1280,1024x768,0.944916
MegellanicCloud_ZH-CN5132305226,768x1280,800x600,0.962273
MegellanicCloud_ZH-CN5132305226,768x1280,800x480,0.958421
MegellanicCloud_ZH-CN5132305226,768x1280,768x1280,1
MegellanicCloud_ZH-CN5132305226,768x1280,720x1280,0.997774
MegellanicCloud_ZH-CN5132305226,768x1280,640x480,0.958841
MegellanicCloud_ZH-CN5132305226,768x1280,480x800,0.98531
MegellanicCloud_ZH-CN5132305226,768x1280,400x240,0.948283
MegellanicCloud_ZH-CN5132305226,768x1280,320x240,0.95966
MegellanicCloud_ZH-CN5132305226,768x1280,240x320,0.968405
FalklandRockhoppers_ZH-CN5370686595,768x1280,1920x1080,0.479371
FalklandRockhoppers_ZH-CN5370686595,768x1280,1366x768,0.466832
FalklandRockhoppers_ZH-CN5370686595,768x1280,1280x768,0.578947
FalklandRockhoppers_ZH-CN5370686595,768x1280,1024x768,0.609048
FalklandRockhoppers_ZH-CN5370686595,768x1280,800x600,0.622438
FalklandRockhoppers_ZH-CN5370686595,768x1280,800x480,0.615031
FalklandRockhoppers_ZH-CN5370686595,768x1280,768x1280,1
FalklandRockhoppers_ZH-CN5370686595,768x1280,720x1280,0.999664
FalklandRockhoppers_ZH-CN5370686595,768x1280,640x480,0.624624
FalklandRockhoppers_ZH-CN5370686595,768x1280,480x800,0.670839
FalklandRockhoppers_ZH-CN5370686595,768x1280,400x240,0.597422
FalklandRockhoppers_ZH-CN5370686595,768x1280,320x240,0.601792
FalklandRockhoppers_ZH-CN5370686595,768x1280,240x320,0.677427
RubySunset_ZH-CN5544596519,768x1280,1920x1080,0.796955
RubySunset_ZH-CN5544596519,768x1280,1366x768,0.771257
RubySunset_ZH-CN5544596519,768x1280,1280x768,0.770769
RubySunset_ZH-CN5544596519,768x1280,1024x768,0.757753
RubySunset_ZH-CN5544596519,768x1280,800x600,0.751131
RubySunset_ZH-CN5544596519,768x1280,800x480,0.782471
RubySunset_ZH-CN5544596519,768x1280,768x1280,1
RubySunset_ZH-CN5544596519,768x1280,720x1280,0.99559
RubySunset_ZH-CN5544596519,768x1280,640x480,0.72716
RubySunset_ZH-CN5544596519,768x1280,480x800,0.843558
RubySunset_ZH-CN5544596519,768x1280,400x240,0.653635
RubySunset_ZH-CN5544596519,768x1280,320x240,0.651975
RubySunset_ZH-CN5544596519,768x1280,240x320,0.720116
SouthAmericanTapir_ZH-CN6151058361,768x1280,1920x1080,0.905578
SouthAmericanTapir_ZH-CN6151058361,768x1280,1366x768,0.929414
SouthAmericanTapir_ZH-CN6151058361,768x1280,1280x768,0.939524
SouthAmericanTapir_ZH-CN6151058361,768x1280,1024x768,0.948581
SouthAmericanTapir_ZH-CN6151058361,768x1280,800x600,0.950512
SouthAmericanTapir_ZH-CN6151058361,768x1280,800x480,0.887057
SouthAmericanTapir_ZH-CN6151058361,768x1280,768x1280,1
SouthAmericanTapir_ZH-CN6151058361,768x1280,720x1280,0.9969
SouthAmericanTapir_ZH-CN6151058361,768x1280,640x480,0.949266
SouthAmericanTapir_ZH-CN6151058361,768x1280,480x800,0.953954
SouthAmericanTapir_ZH-CN6151058361,768x1280,400x240,0.889709
SouthAmericanTapir_ZH-CN6151058361,768x1280,320x240,0.945197
SouthAmericanTapir_ZH-CN6151058361,768x1280,240x320,0.932342
SalisburyCathedral_ZH-CN6366350896,768x1280,1920x1080,0.553967
SalisburyCathedral_ZH-CN6366350896,768x1280,1366x768,0.554784
SalisburyCathedral_ZH-CN6366350896,768x1280,1280x768,0.556955
SalisburyCathedral_ZH-CN6366350896,768x1280,1024x768,0.887659
SalisburyCathedral_ZH-CN6366350896,768x1280,800x600,0.900168
SalisburyCathedral_ZH-CN6366350896,768x1280,800x480,0.916165
SalisburyCathedral_ZH-CN6366350896,768x1280,768x1280,1
SalisburyCathedral_ZH-CN6366350896,768x1280,720x1280,0.998703
SalisburyCathedral_ZH-CN6366350896,768x1280,640x480,0.904195
SalisburyCathedral_ZH-CN6366350896,768x1280,480x800,0.840012
SalisburyCathedral_ZH-CN6366350896,768x1280,400x240,0.893362
SalisburyCathedral_ZH-CN6366350896,768x1280,320x240,0.865074
SalisburyCathedral_ZH-CN6366350896,768x1280,240x320,0.862636
PalouseSpring_ZH-CN6803103328,768x1280,1920x1080,0.831984
PalouseSpring_ZH-CN6803103328,768x1280,1366x768,0.829275
PalouseSpring_ZH-CN6803103328,768x1280,1280x768,0.837972
PalouseSpring_ZH-CN6803103328,768x1280,1024x768,0.831808
PalouseSpring_ZH-CN6803103328,768x1280,800x600,0.838523
PalouseSpring_ZH-CN6803103328,768x1280,800x480,0.829062
PalouseSpring_ZH-CN6803103328,768x1280,768x1280,1
PalouseSpring_ZH-CN6803103328,768x1280,720x1280,0.99824
PalouseSpring_ZH-CN6803103328,768x1280,640x480,0.839637
PalouseSpring_ZH-CN6803103328,768x1280,480x800,0.972072
PalouseSpring_ZH-CN6803103328,768x1280,400x240,0.842462
PalouseSpring_ZH-CN6803103328,768x1280,320x240,0.85739
PalouseSpring_ZH-CN6803103328,768x1280,240x320,0.952715
ArcticRedpoll_ZH-CN7968973967,768x1280,1920x1080,0.560952
ArcticRedpoll_ZH-CN7968973967,768x1280,1366x768,0.617028
ArcticRedpoll_ZH-CN7968973967,768x1280,1280x768,0.622308
ArcticRedpoll_ZH-CN7968973967,768x1280,1024x768,0.676127
ArcticRedpoll_ZH-CN7968973967,768x1280,800x600,0.649886
ArcticRedpoll_ZH-CN7968973967,768x1280,800x480,0.65123
ArcticRedpoll_ZH-CN7968973967,768x1280,768x1280,1
ArcticRedpoll_ZH-CN7968973967,768x1280,720x1280,0.990668
ArcticRedpoll_ZH-CN7968973967,768x1280,640x480,0.627741
ArcticRedpoll_ZH-CN7968973967,768x1280,480x800,0.935665
ArcticRedpoll_ZH-CN7968973967,768x1280,400x240,0.6386
ArcticRedpoll_ZH-CN7968973967,768x1280,320x240,0.628457
ArcticRedpoll_ZH-CN7968973967,768x1280,240x320,0.882317
BurgAltdahn_ZH-CN8281669977,768x1280,1920x1080,0.790114
BurgAltdahn_ZH-CN8281669977,768x1280,1366x768,0.783627
BurgAltdahn_ZH-CN8281669977,768x1280,1280x768,0.812861
BurgAltdahn_ZH-CN8281669977,768x1280,1024x768,0.836195
BurgAltdahn_ZH-CN8281669977,768x1280,800x600,0.84927
BurgAltdahn_ZH-CN8281669977,768x1280,800x480,0.80711
BurgAltdahn_ZH-CN8281669977,768x1280,768x1280,1
BurgAltdahn_ZH-CN8281669977,768x1280,720x1280,0.995263
BurgAltdahn_ZH-CN8281669977,768x1280,640x480,0.850334
BurgAltdahn_ZH-CN8281669977,768x1280,480x800,0.981923
BurgAltdahn_ZH-CN8281669977,768x1280,400x240,0.800083
BurgAltdahn_ZH-CN8281669977,768x1280,320x240,0.844472
BurgAltdahn_ZH-CN8281669977,768x1280,240x320,0.946571
KasbahRoses_ZH-CN8429310380,768x1280,1920x1080,0.881587
KasbahRoses_ZH-CN8429310380,768x1280,1366x768,0.871101
KasbahRoses_ZH-CN8429310380,768x1280,1280x768,0.871261
KasbahRoses_ZH-CN8429310380,768x1280,1024x768,0.577214
KasbahRoses_ZH-CN8429310380,768x1280,800x600,0.623402
KasbahRoses_ZH-CN8429310380,768x1280,800x480,0.76191
KasbahRoses_ZH-CN8429310380,768x1280,768x1280,1
KasbahRoses_ZH-CN8429310380,768x1280,720x1280,0.998727
KasbahRoses_ZH-CN8429310380,768x1280,640x480,0.631505
KasbahRoses_ZH-CN8429310380,768x1280,480x800,0.571001
KasbahRoses_ZH-CN8429310380,768x1280,400x240,0.763063
KasbahRoses_ZH-CN8429310380,768x1280,320x240,0.632524
KasbahRoses_ZH-CN8429310380,768x1280,240x320,0.630089
LaughingOwl_ZH-CN8548558025,768x1280,1920x1080,0.856842
LaughingOwl_ZH-CN8548558025,768x1280,1366x768,0.873063
LaughingOwl_ZH-CN8548558025,768x1280,1280x768,0.874932
LaughingOwl_ZH-CN8548558025,768x1280,1024x768,0.785246
LaughingOwl_ZH-CN8548558025,768x1280,800x600,0.86761
LaughingOwl_ZH-CN8548558025,768x1280,800x480,0.898761
LaughingOwl_ZH-CN8548558025,768x1280,768x1280,1
LaughingOwl_ZH-CN8548558025,768x1280,720x1280,0.996692
LaughingOwl_ZH-CN8548558025,768x1280,640x480,0.863087
LaughingOwl_ZH-CN8548558025,768x1280,480x800,0.969665
LaughingOwl_ZH-CN8548558025,768x1280,400x240,0.878164
LaughingOwl_ZH-CN8548558025,768x1280,320x240,0.858036
LaughingOwl_ZH-CN8548558025,768x1280,240x320,0.861438
LastJedi_ZH-CN8789881870,768x1280,1920x1080,0.805706
LastJedi_ZH-CN8789881870,768x1280,1366x768,0.803162
LastJedi_ZH-CN8789881870,768x1280,1280x768,0.800463
LastJedi_ZH-CN8789881870,768x1280,1024x768,0.645912
LastJedi_ZH-CN8789881870,768x1280,800x600,0.676125
LastJedi_ZH-CN8789881870,768x1280,800x480,0.708279
LastJedi_ZH-CN8789881870,768x1280,768x1280,1
LastJedi_ZH-CN8789881870,768x1280,720x1280,0.999082
LastJedi_ZH-CN8789881870,768x1280,640x480,0.671914
LastJedi_ZH-CN8789881870,768x1280,480x800,0.754973
LastJedi_ZH-CN8789881870,768x1280,400x240,0.659558
LastJedi_ZH-CN8789881870,768x1280,320x240,0.620922
LastJedi_ZH-CN8789881870,768x1280,240x320,0.719968
CordovanCourts_ZH-CN8989880218,768x1280,1920x1080,0.780814
CordovanCourts_ZH-CN8989880218,768x1280,1366x768,0.36435
CordovanCourts_ZH-CN8989880218,768x1280,1280x768,0.448735
CordovanCourts_ZH-CN8989880218,768x1280,1024x768,0.4714
CordovanCourts_ZH-CN8989880218,768x1280,800x600,0.526871
CordovanCourts_ZH-CN8989880218,768x1280,800x480,0.512316
CordovanCourts_ZH-CN8989880218,768x1280,768x1280,1
CordovanCourts_ZH-CN8989880218,768x1280,720x1280,0.999104
CordovanCourts_ZH-CN8989880218,768x1280,640x480,0.543439
CordovanCourts_ZH-CN8989880218,768x1280,480x800,0.876682
CordovanCourts_ZH-CN8989880218,768x1280,400x240,0.595069
CordovanCourts_ZH-CN8989880218,768x1280,320x240,0.542485
CordovanCourts_ZH-CN8989880218,768x1280,240x320,0.63131
SiegeofCusco_ZH-CN9108219313,768x1280,1920x1080,0.875746
SiegeofCusco_ZH-CN9108219313,768x1280,1366x768,0.876041
SiegeofCusco_ZH-CN9108219313,768x1280,1280x768,0.883974
SiegeofCusco_ZH-CN9108219313,768x1280,1024x768,0.935374
SiegeofCusco_ZH-CN9108219313,768x1280,800x600,0.942661
SiegeofCusco_ZH-CN9108219313,768x1280,800x480,0.937452
SiegeofCusco_ZH-CN9108219313,768x1280,768x1280,1
SiegeofCusco_ZH-CN9108219313,768x1280,720x1280,0.998629
SiegeofCusco_ZH-CN9108219313,768x1280,640x480,0.942183
SiegeofCusco_ZH-CN9108219313,768x1280,480x800,0.98153
SiegeofCusco_ZH-CN9108219313,768x1280,400x240,0.918666
SiegeofCusco_ZH-CN9108219313,768x1280,320x240,0.923018
SiegeofCusco_ZH-CN9108219313,768x1280,240x320,0.944461
WildflowerWeek_ZH-CN4593499387,768x1280,1920x1080,0.879176
WildflowerWeek_ZH-CN4593499387,768x1280,1366x768,0.888
WildflowerWeek_ZH-CN4593499387,768x1280,1280x768,0.902884
WildflowerWeek_ZH-CN4593499387,768x1280,1024x768,0.930912
WildflowerWeek_ZH-CN4593499387,768x1280,800x600,0.929224
WildflowerWeek_ZH-CN4593499387,768x1280,800x480,0.919376
WildflowerWeek_ZH-CN4593499387,768x1280,768x1280,1
WildflowerWeek_ZH-CN4593499387,768x1280,720x1280,0.998448
WildflowerWeek_ZH-CN4593499387,768x1280,640x480,0.921133
WildflowerWeek_ZH-CN4593499387,768x1280,480x800,0.970831
WildflowerWeek_ZH-CN4593499387,768x1280,400x240,0.875285
WildflowerWeek_ZH-CN4593499387,768x1280,320x240,0.841392
WildflowerWeek_ZH-CN4593499387,768x1280,240x320,0.909063
AdelaideVineyard_ZH-CN8408417885,768x1280,1920x1080,0.696421
AdelaideVineyard_ZH-CN8408417885,768x1280,1366x768,0.698406
AdelaideVineyard_ZH-CN8408417885,768x1280,1280x768,0.689987
AdelaideVineyard_ZH-CN8408417885,768x1280,1024x768,0.720254
AdelaideVineyard_ZH-CN8408417885,768x1280,800x600,0.730388
AdelaideVineyard_ZH-CN8408417885,768x1280,800x480,0.724499
AdelaideVineyard_ZH-CN8408417885,768x1280,768x1280,1
AdelaideVineyard_ZH-CN8408417885,768x1280,720x1280,0.998574
AdelaideVineyard_ZH-CN8408417885,768x1280,640x480,0.733765
AdelaideVineyard_ZH-CN8408417885,768x1280,480x800,0.973598
AdelaideVineyard_ZH-CN8408417885,768x1280,400x240,0.741668
AdelaideVineyard_ZH-CN8408417885,768x1280,320x240,0.739821
AdelaideVineyard_ZH-CN8408417885,768x1280,240x320,0.824495
BarnOwlMigration_ZH-CN8579914070,768x1280,1920x1080,0.847053
BarnOwlMigration_ZH-CN8579914070,768x1280,1366x768,0.863425
BarnOwlMigration_ZH-CN8579914070,768x1280,1280x768,0.86979
BarnOwlMigration_ZH-CN8579914070,768x1280,1024x768,0.730106
BarnOwlMigration_ZH-CN8579914070,768x1280,800x600,0.863332
BarnOwlMigration_ZH-CN8579914070,768x1280,800x480,0.846613
BarnOwlMigration_ZH-CN8579914070,768x1280,768x1280,1
BarnOwlMigration_ZH-CN8579914070,768x1280,720x1280,0.990506
BarnOwlMigration_ZH-CN8579914070,768x1280,640x480,0.853105
BarnOwlMigration_ZH-CN8579914070,768x1280,480x800,0.926076
BarnOwlMigration_ZH-CN8579914070,768x1280,400x240,0.803535
BarnOwlMigration_ZH-CN8579914070,768x1280,320x240,0.770874
BarnOwlMigration_ZH-CN8579914070,768x1280,240x320,0.823972
ZebraMom_ZH-CN8693599520,768x1280,1920x1080,0.488929
ZebraMom_ZH-CN8693599520,768x1280,1366x768,0.394603
ZebraMom_ZH-CN8693599520,768x1280,1280x768,0.417162
ZebraMom_ZH-CN8693599520,768x1280,1024x768,0.513337
ZebraMom_ZH-CN8693599520,768x1280,800x600,0.591486
ZebraMom_ZH-CN8693599520,768x1280,800x480,0.659424
ZebraMom_ZH-CN8693599520,768x1280,768x1280,1
ZebraMom_ZH-CN8693599520,768x1280,720x1280,0.997685
ZebraMom_ZH-CN8693599520,768x1280,640x480,0.60585
ZebraMom_ZH-CN8693599520,768x1280,480x800,0.847456
ZebraMom_ZH-CN8693599520,768x1280,400x240,0.654912
ZebraMom_ZH-CN8693599520,768x1280,320x240,0.656758
ZebraMom_ZH-CN8693599520,768x1280,240x320,0.578313
OldPatriarchTree_ZH-CN8818146190,768x1280,1920x1080,0.677245
OldPatriarchTree_ZH-CN8818146190,768x1280,1366x768,0.692441
OldPatriarchTree_ZH-CN8818146190,768x1280,1280x768,0.678778
OldPatriarchTree_ZH-CN8818146190,768x1280,1024x768,0.739016
OldPatriarchTree_ZH-CN8818146190,768x1280,800x600,0.759169
OldPatriarchTree_ZH-CN8818146190,768x1280,800x480,0.759596
OldPatriarchTree_ZH-CN8818146190,768x1280,768x1280,1
OldPatriarchTree_ZH-CN8818146190,768x1280,720x1280,0.992325
OldPatriarchTree_ZH-CN8818146190,768x1280,640x480,0.752545
OldPatriarchTree_ZH-CN8818146190,768x1280,480x800,0.386837
OldPatriarchTree_ZH-CN8818146190,768x1280,400x240,0.745293
OldPatriarchTree_ZH-CN8818146190,768x1280,320x240,0.743204
OldPatriarchTree_ZH-CN8818146190,768x1280,240x320,0.632702
SeagullsChat_ZH-CN8973709588,768x1280,1920x1080,0.995192
SeagullsChat_ZH-CN8973709588,768x1280,1366x768,0.994402
SeagullsChat_ZH-CN8973709588,768x1280,1280x768,0.995377
SeagullsChat_ZH-CN8973709588,768x1280,1024x768,0.996516
SeagullsChat_ZH-CN8973709588,768x1280,800x600,0.995323
SeagullsChat_ZH-CN8973709588,768x1280,800x480,0.995951
SeagullsChat_ZH-CN8973709588,768x1280,768x1280,1
SeagullsChat_ZH-CN8973709588,768x1280,720x1280,0.999829
SeagullsChat_ZH-CN8973709588,768x1280,640x480,0.995338
SeagullsChat_ZH-CN8973709588,768x1280,480x800,0.989818
SeagullsChat_ZH-CN8973709588,768x1280,400x240,0.99416
SeagullsChat_ZH-CN8973709588,768x1280,320x240,0.992345
SeagullsChat_ZH-CN8973709588,768x1280,240x320,0.985108
MooseWatching_ZH-CN9115714564,768x1280,1920x1080,0.878773
MooseWatching_ZH-CN9115714564,768x1280,1366x768,0.884466
MooseWatching_ZH-CN9115714564,768x1280,1280x768,0.888367
MooseWatching_ZH-CN9115714564,768x1280,1024x768,0.96913
MooseWatching_ZH-CN9115714564,768x1280,800x600,0.971752
MooseWatching_ZH-CN9115714564,768x1280,800x480,0.923176
MooseWatching_ZH-CN9115714564,768x1280,768x1280,1
MooseWatching_ZH-CN9115714564,768x1280,720x1280,0.997542
MooseWatching_ZH-CN9115714564,768x1280,640x480,0.972617
MooseWatching_ZH-CN9115714564,768x1280,480x800,0.929593
MooseWatching_ZH-CN9115714564,768x1280,400x240,0.916862
MooseWatching_ZH-CN9115714564,768x1280,320x240,0.969449
MooseWatching_ZH-CN9115714564,768x1280,240x320,0.957098
BaliRiceHarvest_ZH-CN9267319542,768x1280,1920x1080,0.810217
BaliRiceHarvest_ZH-CN9267319542,768x1280,1366x768,0.794733
BaliRiceHarvest_ZH-CN9267319542,768x1280,1280x768,0.780034
BaliRiceHarvest_ZH-CN9267319542,768x1280,1024x768,0.825771
BaliRiceHarvest_ZH-CN9267319542,768x1280,800x600,0.795973
BaliRiceHarvest_ZH-CN9267319542,768x1280,800x480,0.839706
BaliRiceHarvest_ZH-CN9267319542,768x1280,768x1280,1
BaliRiceHarvest_ZH-CN9267319542,768x1280,720x1280,0.995267
BaliRiceHarvest_ZH-CN9267319542,768x1280,640x480,0.79523
BaliRiceHarvest_ZH-CN9267319542,768x1280,480x800,0.734591
BaliRiceHarvest_ZH-CN9267319542,768x1280,400x240,0.839853
BaliRiceHarvest_ZH-CN9267319542,768x1280,320x240,0.787848
BaliRiceHarvest_ZH-CN9267319542,768x1280,240x320,0.738266
NorthRimOpens_ZH-CN9513300299,768x1280,1920x1080,0.765597
NorthRimOpens_ZH-CN9513300299,768x1280,1366x768,0.773633
NorthRimOpens_ZH-CN9513300299,768x1280,1280x768,0.783123
NorthRimOpens_ZH-CN9513300299,768x1280,1024x768,0.646785
NorthRimOpens_ZH-CN9513300299,768x1280,800x600,0.689663
NorthRimOpens_ZH-CN9513300299,768x1280,800x480,0.756693
NorthRimOpens_ZH-CN9513300299,768x1280,768x1280,1
NorthRimOpens_ZH-CN9513300299,768x1280,720x1280,0.993208
NorthRimOpens_ZH-CN9513300299,768x1280,640x480,0.702299
NorthRimOpens_ZH-CN9513300299,768x1280,480x800,0.901157
NorthRimOpens_ZH-CN9513300299,768x1280,400x240,0.738561
NorthRimOpens_ZH-CN9513300299,768x1280,320x240,0.699699
NorthRimOpens_ZH-CN9513300299,768x1280,240x320,0.816352
LacMidi_ZH-CN9682566554,768x1280,1920x1080,0.933218
LacMidi_ZH-CN9682566554,768x1280,1366x768,0.904878
LacMidi_ZH-CN9682566554,768x1280,1280x768,0.907695
LacMidi_ZH-CN9682566554,768x1280,1024x768,0.879949
LacMidi_ZH-CN9682566554,768x1280,800x600,0.904
LacMidi_ZH-CN9682566554,768x1280,800x480,0.921388
LacMidi_ZH-CN9682566554,768x1280,768x1280,1
LacMidi_ZH-CN9682566554,768x1280,720x1280,0.997548
LacMidi_ZH-CN9682566554,768x1280,640x480,0.913083
LacMidi_ZH-CN9682566554,768x1280,480x800,0.961048
LacMidi_ZH-CN9682566554,768x1280,400x240,0.912098
LacMidi_ZH-CN9682566554,768x1280,320x240,0.900099
LacMidi_ZH-CN9682566554,768x1280,240x320,0.928641
LofotenIslands_ZH-CN0114482586,768x1280,1920x1080,0.867293
LofotenIslands_ZH-CN0114482586,768x1280,1366x768,0.870342
LofotenIslands_ZH-CN0114482586,768x1280,1280x768,0.879528
LofotenIslands_ZH-CN0114482586,768x1280,1024x768,0.83663
LofotenIslands_ZH-CN0114482586,768x1280,800x600,0.837061
LofotenIslands_ZH-CN0114482586,768x1280,800x480,0.851485
LofotenIslands_ZH-CN0114482586,768x1280,768x1280,1
LofotenIslands_ZH-CN0114482586,768x1280,720x1280,0.998759
LofotenIslands_ZH-CN0114482586,768x1280,640x480,0.830026
LofotenIslands_ZH-CN0114482586,768x1280,480x800,0.933379
LofotenIslands_ZH-CN0114482586,768x1280,400x240,0.854607
LofotenIslands_ZH-CN0114482586,768x1280,320x240,0.825177
LofotenIslands_ZH-CN0114482586,768x1280,240x320,0.912908
ElephantHerd_ZH-CN0652209931,768x1280,1920x1080,0.79747
ElephantHerd_ZH-CN0652209931,768x1280,1366x768,0.791894
ElephantHerd_ZH-CN0652209931,768x1280,1280x768,0.928961
ElephantHerd_ZH-CN0652209931,768x1280,1024x768,0.689482
ElephantHerd_ZH-CN0652209931,768x1280,800x600,0.842531
ElephantHerd_ZH-CN0652209931,768x1280,800x480,0.886602
ElephantHerd_ZH-CN0652209931,768x1280,768x1280,1
ElephantHerd_ZH-CN0652209931,768x1280,720x1280,0.997054
ElephantHerd_ZH-CN0652209931,768x1280,640x480,0.847922
ElephantHerd_ZH-CN0652209931,768x1280,480x800,0.98122
ElephantHerd_ZH-CN0652209931,768x1280,400x240,0.860374
ElephantHerd_ZH-CN0652209931,768x1280,320x240,0.815403
ElephantHerd_ZH-CN0652209931,768x1280,240x320,0.875921
RoaringFork_ZH-CN0315142196,768x1280,1920x1080,0.908625
RoaringFork_ZH-CN0315142196,768x1280,1366x768,0.926412
RoaringFork_ZH-CN0315142196,768x1280,1280x768,0.951186
RoaringFork_ZH-CN0315142196,768x1280,1024x768,0.847553
RoaringFork_ZH-CN0315142196,768x1280,800x600,0.848058
RoaringFork_ZH-CN0315142196,768x1280,800x480,0.865761
RoaringFork_ZH-CN0315142196,768x1280,768x1280,1
RoaringFork_ZH-CN0315142196,768x1280,720x1280,0.994604
RoaringFork_ZH-CN0315142196,768x1280,640x480,0.847444
RoaringFork_ZH-CN0315142196,768x1280,480x800,0.895337
RoaringFork_ZH-CN0315142196,768x1280,400x240,0.837032
RoaringFork_ZH-CN0315142196,768x1280,320x240,0.808653
RoaringFork_ZH-CN0315142196,768x1280,240x320,0.842404
LavenderBee_ZH-CN0499654521,768x1280,1920x1080,0.177421
LavenderBee_ZH-CN0499654521,768x1280,1366x768,0.194329
LavenderBee_ZH-CN0499654521,768x1280,1280x768,0.200119
LavenderBee_ZH-CN0499654521,768x1280,1024x768,0.337014
LavenderBee_ZH-CN0499654521,768x1280,800x600,0.395985
LavenderBee_ZH-CN0499654521,768x1280,800x480,0.268453
LavenderBee_ZH-CN0499654521,768x1280,768x1280,1
LavenderBee_ZH-CN0499654521,768x1280,720x1280,0.996426
LavenderBee_ZH-CN0499654521,768x1280,640x480,0.408746
LavenderBee_ZH-CN0499654521,768x1280,480x800,0.378258
LavenderBee_ZH-CN0499654521,768x1280,400x240,0.277247
LavenderBee_ZH-CN0499654521,768x1280,320x240,0.412894
LavenderBee_ZH-CN0499654521,768x1280,240x320,0.394869
PoppyDeer_ZH-CN8317016056,768x1280,1920x1080,0.771477
PoppyDeer_ZH-CN8317016056,768x1280,1366x768,0.764703
PoppyDeer_ZH-CN8317016056,768x1280,1280x768,0.780741
PoppyDeer_ZH-CN8317016056,768x1280,1024x768,0.731041
PoppyDeer_ZH-CN8317016056,768x1280,800x600,0.745951
PoppyDeer_ZH-CN8317016056,768x1280,800x480,0.850835
PoppyDeer_ZH-CN8317016056,768x1280,768x1280,1
PoppyDeer_ZH-CN8317016056,768x1280,720x1280,0.998018
PoppyDeer_ZH-CN8317016056,768x1280,640x480,0.747238
PoppyDeer_ZH-CN8317016056,768x1280,480x800,0.870952
PoppyDeer_ZH-CN8317016056,768x1280,400x240,0.817857
PoppyDeer_ZH-CN8317016056,768x1280,320x240,0.710631
PoppyDeer_ZH-CN8317016056,768x1280,240x320,0.808238
ReichenbachFalls_ZH-CN7578535270,768x1280,1920x1080,0.967845
ReichenbachFalls_ZH-CN7578535270,768x1280,1366x768,0.960174
ReichenbachFalls_ZH-CN7578535270,768x1280,1280x768,0.965407
ReichenbachFalls_ZH-CN7578535270,768x1280,1024x768,0.958009
ReichenbachFalls_ZH-CN7578535270,768x1280,800x600,0.952587
ReichenbachFalls_ZH-CN7578535270,768x1280,800x480,0.958104
ReichenbachFalls_ZH-CN7578535270,768x1280,768x1280,1
ReichenbachFalls_ZH-CN7578535270,768x1280,720x1280,0.998692
ReichenbachFalls_ZH-CN7578535270,768x1280,640x480,0.951939
ReichenbachFalls_ZH-CN7578535270,768x1280,480x800,0.979631
ReichenbachFalls_ZH-CN7578535270,768x1280,400x240,0.950235
ReichenbachFalls_ZH-CN7578535270,768x1280,320x240,0.943388
ReichenbachFalls_ZH-CN7578535270,768x1280,240x320,0.97761
SunSalutation_ZH-CN7833986255,768x1280,1920x1080,0.55011
SunSalutation_ZH-CN7833986255,768x1280,1366x768,0.500431
