图片1名,图片2名,分辨率,相似性检验结果
2020-05-09_BarnOwlMigration_ZH-CN8579914070_1920x1080.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_1920x1080_Similarity.jpg,1920x1080,0.982795
2020-05-09_BarnOwlMigration_ZH-CN8579914070_1366x768.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_1366x768_Similarity.jpg,1366x768,0.970276
2020-05-09_BarnOwlMigration_ZH-CN8579914070_1280x768.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_1280x768_Similarity.jpg,1280x768,0.975182
2020-05-09_BarnOwlMigration_ZH-CN8579914070_1024x768.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_1024x768_Similarity.jpg,1024x768,0.953731
2020-05-09_BarnOwlMigration_ZH-CN8579914070_800x600.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_800x600_Similarity.jpg,800x600,0.949044
2020-05-09_BarnOwlMigration_ZH-CN8579914070_800x480.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_800x480_Similarity.jpg,800x480,0.940568
2020-05-09_BarnOwlMigration_ZH-CN8579914070_768x1280.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_768x1280_Similarity.jpg,768x1280,0.977322
2020-05-09_BarnOwlMigration_ZH-CN8579914070_720x1280.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_720x1280_Similarity.jpg,720x1280,0.973339
2020-05-09_BarnOwlMigration_ZH-CN8579914070_640x480.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_640x480_Similarity.jpg,640x480,0.945157
2020-05-09_BarnOwlMigration_ZH-CN8579914070_480x800.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_480x800_Similarity.jpg,480x800,0.944232
2020-05-09_BarnOwlMigration_ZH-CN8579914070_400x240.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_400x240_Similarity.jpg,400x240,0.785807
2020-05-09_BarnOwlMigration_ZH-CN8579914070_320x240.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_320x240_Similarity.jpg,320x240,0.856893
2020-05-09_BarnOwlMigration_ZH-CN8579914070_240x320.jpg,2020-05-09_BarnOwlMigration_ZH-CN8579914070_240x320_Similarity.jpg,240x320,0.8026
2020-05-10_ZebraMom_ZH-CN8693599520_1920x1080.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_1920x1080_Similarity.jpg,1920x1080,0.98026
2020-05-10_ZebraMom_ZH-CN8693599520_1366x768.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_1366x768_Similarity.jpg,1366x768,0.9763
2020-05-10_ZebraMom_ZH-CN8693599520_1280x768.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_1280x768_Similarity.jpg,1280x768,0.975345
2020-05-10_ZebraMom_ZH-CN8693599520_1024x768.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_1024x768_Similarity.jpg,1024x768,0.966164
2020-05-10_ZebraMom_ZH-CN8693599520_800x600.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_800x600_Similarity.jpg,800x600,0.964709
2020-05-10_ZebraMom_ZH-CN8693599520_800x480.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_800x480_Similarity.jpg,800x480,0.968969
2020-05-10_ZebraMom_ZH-CN8693599520_768x1280.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_768x1280_Similarity.jpg,768x1280,0.972393
2020-05-10_ZebraMom_ZH-CN8693599520_720x1280.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_720x1280_Similarity.jpg,720x1280,0.982382
2020-05-10_ZebraMom_ZH-CN8693599520_640x480.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_640x480_Similarity.jpg,640x480,0.953854
2020-05-10_ZebraMom_ZH-CN8693599520_480x800.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_480x800_Similarity.jpg,480x800,0.970154
2020-05-10_ZebraMom_ZH-CN8693599520_400x240.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_400x240_Similarity.jpg,400x240,0.888556
2020-05-10_ZebraMom_ZH-CN8693599520_320x240.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_320x240_Similarity.jpg,320x240,0.906399
2020-05-10_ZebraMom_ZH-CN8693599520_240x320.jpg,2020-05-10_ZebraMom_ZH-CN8693599520_240x320_Similarity.jpg,240x320,0.881548
2020-05-11_OldPatriarchTree_ZH-CN8818146190_1920x1080.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_1920x1080_Similarity.jpg,1920x1080,0.977915
2020-05-11_OldPatriarchTree_ZH-CN8818146190_1366x768.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_1366x768_Similarity.jpg,1366x768,0.955813
2020-05-11_OldPatriarchTree_ZH-CN8818146190_1280x768.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_1280x768_Similarity.jpg,1280x768,0.975218
2020-05-11_OldPatriarchTree_ZH-CN8818146190_1024x768.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_1024x768_Similarity.jpg,1024x768,0.979655
2020-05-11_OldPatriarchTree_ZH-CN8818146190_800x600.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_800x600_Similarity.jpg,800x600,0.979785
2020-05-11_OldPatriarchTree_ZH-CN8818146190_800x480.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_800x480_Similarity.jpg,800x480,0.955567
2020-05-11_OldPatriarchTree_ZH-CN8818146190_768x1280.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_768x1280_Similarity.jpg,768x1280,0.970871
2020-05-11_OldPatriarchTree_ZH-CN8818146190_720x1280.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_720x1280_Similarity.jpg,720x1280,0.968239
2020-05-11_OldPatriarchTree_ZH-CN8818146190_640x480.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_640x480_Similarity.jpg,640x480,0.960684
2020-05-11_OldPatriarchTree_ZH-CN8818146190_480x800.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_480x800_Similarity.jpg,480x800,0.956556
2020-05-11_OldPatriarchTree_ZH-CN8818146190_400x240.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_400x240_Similarity.jpg,400x240,0.896424
2020-05-11_OldPatriarchTree_ZH-CN8818146190_320x240.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_320x240_Similarity.jpg,320x240,0.947785
2020-05-11_OldPatriarchTree_ZH-CN8818146190_240x320.jpg,2020-05-11_OldPatriarchTree_ZH-CN8818146190_240x320_Similarity.jpg,240x320,0.888074
2020-05-12_SeagullsChat_ZH-CN8973709588_1920x1080.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_1920x1080_Similarity.jpg,1920x1080,0.996671
2020-05-12_SeagullsChat_ZH-CN8973709588_1366x768.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_1366x768_Similarity.jpg,1366x768,0.992702
2020-05-12_SeagullsChat_ZH-CN8973709588_1280x768.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_1280x768_Similarity.jpg,1280x768,0.993339
2020-05-12_SeagullsChat_ZH-CN8973709588_1024x768.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_1024x768_Similarity.jpg,1024x768,0.992846
2020-05-12_SeagullsChat_ZH-CN8973709588_800x600.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_800x600_Similarity.jpg,800x600,0.990386
2020-05-12_SeagullsChat_ZH-CN8973709588_800x480.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_800x480_Similarity.jpg,800x480,0.981905
2020-05-12_SeagullsChat_ZH-CN8973709588_768x1280.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_768x1280_Similarity.jpg,768x1280,0.99379
2020-05-12_SeagullsChat_ZH-CN8973709588_720x1280.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_720x1280_Similarity.jpg,720x1280,0.993257
2020-05-12_SeagullsChat_ZH-CN8973709588_640x480.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_640x480_Similarity.jpg,640x480,0.982111
2020-05-12_SeagullsChat_ZH-CN8973709588_480x800.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_480x800_Similarity.jpg,480x800,0.986298
2020-05-12_SeagullsChat_ZH-CN8973709588_400x240.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_400x240_Similarity.jpg,400x240,0.947268
2020-05-12_SeagullsChat_ZH-CN8973709588_320x240.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_320x240_Similarity.jpg,320x240,0.961468
2020-05-12_SeagullsChat_ZH-CN8973709588_240x320.jpg,2020-05-12_SeagullsChat_ZH-CN8973709588_240x320_Similarity.jpg,240x320,0.945899
2020-05-13_MooseWatching_ZH-CN9115714564_1920x1080.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_1920x1080_Similarity.jpg,1920x1080,0.988067
2020-05-13_MooseWatching_ZH-CN9115714564_1366x768.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_1366x768_Similarity.jpg,1366x768,0.970994
2020-05-13_MooseWatching_ZH-CN9115714564_1280x768.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_1280x768_Similarity.jpg,1280x768,0.97201
2020-05-13_MooseWatching_ZH-CN9115714564_1024x768.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_1024x768_Similarity.jpg,1024x768,0.980905
2020-05-13_MooseWatching_ZH-CN9115714564_800x600.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_800x600_Similarity.jpg,800x600,0.975733
2020-05-13_MooseWatching_ZH-CN9115714564_800x480.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_800x480_Similarity.jpg,800x480,0.961078
2020-05-13_MooseWatching_ZH-CN9115714564_768x1280.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_768x1280_Similarity.jpg,768x1280,0.990021
2020-05-13_MooseWatching_ZH-CN9115714564_720x1280.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_720x1280_Similarity.jpg,720x1280,0.984672
2020-05-13_MooseWatching_ZH-CN9115714564_640x480.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_640x480_Similarity.jpg,640x480,0.962426
2020-05-13_MooseWatching_ZH-CN9115714564_480x800.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_480x800_Similarity.jpg,480x800,0.978224
2020-05-13_MooseWatching_ZH-CN9115714564_400x240.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_400x240_Similarity.jpg,400x240,0.885185
2020-05-13_MooseWatching_ZH-CN9115714564_320x240.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_320x240_Similarity.jpg,320x240,0.909217
2020-05-13_MooseWatching_ZH-CN9115714564_240x320.jpg,2020-05-13_MooseWatching_ZH-CN9115714564_240x320_Similarity.jpg,240x320,0.923316
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1920x1080.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1920x1080_Similarity.jpg,1920x1080,0.985811
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1366x768.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1366x768_Similarity.jpg,1366x768,0.978888
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1280x768.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1280x768_Similarity.jpg,1280x768,0.979719
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1024x768.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_1024x768_Similarity.jpg,1024x768,0.968037
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_800x600.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_800x600_Similarity.jpg,800x600,0.970722
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_800x480.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_800x480_Similarity.jpg,800x480,0.969972
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_768x1280.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_768x1280_Similarity.jpg,768x1280,0.967896
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_720x1280.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_720x1280_Similarity.jpg,720x1280,0.9675
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_640x480.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_640x480_Similarity.jpg,640x480,0.951169
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_480x800.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_480x800_Similarity.jpg,480x800,0.932754
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_400x240.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_400x240_Similarity.jpg,400x240,0.884624
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_320x240.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_320x240_Similarity.jpg,320x240,0.863418
2020-05-14_BaliRiceHarvest_ZH-CN9267319542_240x320.jpg,2020-05-14_BaliRiceHarvest_ZH-CN9267319542_240x320_Similarity.jpg,240x320,0.846133
2020-05-15_NorthRimOpens_ZH-CN9513300299_1920x1080.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_1920x1080_Similarity.jpg,1920x1080,0.985828
2020-05-15_NorthRimOpens_ZH-CN9513300299_1366x768.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_1366x768_Similarity.jpg,1366x768,0.982496
2020-05-15_NorthRimOpens_ZH-CN9513300299_1280x768.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_1280x768_Similarity.jpg,1280x768,0.984537
2020-05-15_NorthRimOpens_ZH-CN9513300299_1024x768.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_1024x768_Similarity.jpg,1024x768,0.947811
2020-05-15_NorthRimOpens_ZH-CN9513300299_800x600.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_800x600_Similarity.jpg,800x600,0.944212
2020-05-15_NorthRimOpens_ZH-CN9513300299_800x480.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_800x480_Similarity.jpg,800x480,0.9477
2020-05-15_NorthRimOpens_ZH-CN9513300299_768x1280.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_768x1280_Similarity.jpg,768x1280,0.964669
2020-05-15_NorthRimOpens_ZH-CN9513300299_720x1280.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_720x1280_Similarity.jpg,720x1280,0.958625
2020-05-15_NorthRimOpens_ZH-CN9513300299_640x480.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_640x480_Similarity.jpg,640x480,0.939636
2020-05-15_NorthRimOpens_ZH-CN9513300299_480x800.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_480x800_Similarity.jpg,480x800,0.902644
2020-05-15_NorthRimOpens_ZH-CN9513300299_400x240.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_400x240_Similarity.jpg,400x240,0.862726
2020-05-15_NorthRimOpens_ZH-CN9513300299_320x240.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_320x240_Similarity.jpg,320x240,0.853775
2020-05-15_NorthRimOpens_ZH-CN9513300299_240x320.jpg,2020-05-15_NorthRimOpens_ZH-CN9513300299_240x320_Similarity.jpg,240x320,0.837094
2020-05-16_LacMidi_ZH-CN9682566554_1920x1080.jpg,2020-05-16_LacMidi_ZH-CN9682566554_1920x1080_Similarity.jpg,1920x1080,0.984612
2020-05-16_LacMidi_ZH-CN9682566554_1366x768.jpg,2020-05-16_LacMidi_ZH-CN9682566554_1366x768_Similarity.jpg,1366x768,0.979737
2020-05-16_LacMidi_ZH-CN9682566554_1280x768.jpg,2020-05-16_LacMidi_ZH-CN9682566554_1280x768_Similarity.jpg,1280x768,0.978249
2020-05-16_LacMidi_ZH-CN9682566554_1024x768.jpg,2020-05-16_LacMidi_ZH-CN9682566554_1024x768_Similarity.jpg,1024x768,0.97531
2020-05-16_LacMidi_ZH-CN9682566554_800x600.jpg,2020-05-16_LacMidi_ZH-CN9682566554_800x600_Similarity.jpg,800x600,0.970866
2020-05-16_LacMidi_ZH-CN9682566554_800x480.jpg,2020-05-16_LacMidi_ZH-CN9682566554_800x480_Similarity.jpg,800x480,0.964327
2020-05-16_LacMidi_ZH-CN9682566554_768x1280.jpg,2020-05-16_LacMidi_ZH-CN9682566554_768x1280_Similarity.jpg,768x1280,0.97838
2020-05-16_LacMidi_ZH-CN9682566554_720x1280.jpg,2020-05-16_LacMidi_ZH-CN9682566554_720x1280_Similarity.jpg,720x1280,0.973318
2020-05-16_LacMidi_ZH-CN9682566554_640x480.jpg,2020-05-16_LacMidi_ZH-CN9682566554_640x480_Similarity.jpg,640x480,0.969233
2020-05-16_LacMidi_ZH-CN9682566554_480x800.jpg,2020-05-16_LacMidi_ZH-CN9682566554_480x800_Similarity.jpg,480x800,0.937324
2020-05-16_LacMidi_ZH-CN9682566554_400x240.jpg,2020-05-16_LacMidi_ZH-CN9682566554_400x240_Similarity.jpg,400x240,0.89713
2020-05-16_LacMidi_ZH-CN9682566554_320x240.jpg,2020-05-16_LacMidi_ZH-CN9682566554_320x240_Similarity.jpg,320x240,0.885225
2020-05-16_LacMidi_ZH-CN9682566554_240x320.jpg,2020-05-16_LacMidi_ZH-CN9682566554_240x320_Similarity.jpg,240x320,0.847284
2020-05-17_LofotenIslands_ZH-CN0114482586_1920x1080.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_1920x1080_Similarity.jpg,1920x1080,0.995007
2020-05-17_LofotenIslands_ZH-CN0114482586_1366x768.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_1366x768_Similarity.jpg,1366x768,0.993838
2020-05-17_LofotenIslands_ZH-CN0114482586_1280x768.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_1280x768_Similarity.jpg,1280x768,0.991755
2020-05-17_LofotenIslands_ZH-CN0114482586_1024x768.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_1024x768_Similarity.jpg,1024x768,0.989823
2020-05-17_LofotenIslands_ZH-CN0114482586_800x600.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_800x600_Similarity.jpg,800x600,0.986846
2020-05-17_LofotenIslands_ZH-CN0114482586_800x480.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_800x480_Similarity.jpg,800x480,0.97968
2020-05-17_LofotenIslands_ZH-CN0114482586_768x1280.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_768x1280_Similarity.jpg,768x1280,0.989454
2020-05-17_LofotenIslands_ZH-CN0114482586_720x1280.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_720x1280_Similarity.jpg,720x1280,0.986333
2020-05-17_LofotenIslands_ZH-CN0114482586_640x480.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_640x480_Similarity.jpg,640x480,0.981472
2020-05-17_LofotenIslands_ZH-CN0114482586_480x800.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_480x800_Similarity.jpg,480x800,0.977544
2020-05-17_LofotenIslands_ZH-CN0114482586_400x240.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_400x240_Similarity.jpg,400x240,0.951031
2020-05-17_LofotenIslands_ZH-CN0114482586_320x240.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_320x240_Similarity.jpg,320x240,0.921987
2020-05-17_LofotenIslands_ZH-CN0114482586_240x320.jpg,2020-05-17_LofotenIslands_ZH-CN0114482586_240x320_Similarity.jpg,240x320,0.955187
2020-05-18_ElephantHerd_ZH-CN0652209931_1920x1080.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_1920x1080_Similarity.jpg,1920x1080,0.963672
2020-05-18_ElephantHerd_ZH-CN0652209931_1366x768.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_1366x768_Similarity.jpg,1366x768,0.934999
2020-05-18_ElephantHerd_ZH-CN0652209931_1280x768.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_1280x768_Similarity.jpg,1280x768,0.949508
2020-05-18_ElephantHerd_ZH-CN0652209931_1024x768.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_1024x768_Similarity.jpg,1024x768,0.946641
2020-05-18_ElephantHerd_ZH-CN0652209931_800x600.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_800x600_Similarity.jpg,800x600,0.940166
2020-05-18_ElephantHerd_ZH-CN0652209931_800x480.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_800x480_Similarity.jpg,800x480,0.932249
2020-05-18_ElephantHerd_ZH-CN0652209931_768x1280.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_768x1280_Similarity.jpg,768x1280,0.9713
2020-05-18_ElephantHerd_ZH-CN0652209931_720x1280.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_720x1280_Similarity.jpg,720x1280,0.970271
2020-05-18_ElephantHerd_ZH-CN0652209931_640x480.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_640x480_Similarity.jpg,640x480,0.895097
2020-05-18_ElephantHerd_ZH-CN0652209931_480x800.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_480x800_Similarity.jpg,480x800,0.926671
2020-05-18_ElephantHerd_ZH-CN0652209931_400x240.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_400x240_Similarity.jpg,400x240,0.780338
2020-05-18_ElephantHerd_ZH-CN0652209931_320x240.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_320x240_Similarity.jpg,320x240,0.769143
2020-05-18_ElephantHerd_ZH-CN0652209931_240x320.jpg,2020-05-18_ElephantHerd_ZH-CN0652209931_240x320_Similarity.jpg,240x320,0.804331
2020-05-19_RoaringFork_ZH-CN0315142196_1920x1080.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_1920x1080_Similarity.jpg,1920x1080,0.97307
2020-05-19_RoaringFork_ZH-CN0315142196_1366x768.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_1366x768_Similarity.jpg,1366x768,0.955879
2020-05-19_RoaringFork_ZH-CN0315142196_1280x768.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_1280x768_Similarity.jpg,1280x768,0.95674
2020-05-19_RoaringFork_ZH-CN0315142196_1024x768.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_1024x768_Similarity.jpg,1024x768,0.909513
2020-05-19_RoaringFork_ZH-CN0315142196_800x600.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_800x600_Similarity.jpg,800x600,0.940654
2020-05-19_RoaringFork_ZH-CN0315142196_800x480.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_800x480_Similarity.jpg,800x480,0.914485
2020-05-19_RoaringFork_ZH-CN0315142196_768x1280.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_768x1280_Similarity.jpg,768x1280,0.950798
2020-05-19_RoaringFork_ZH-CN0315142196_720x1280.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_720x1280_Similarity.jpg,720x1280,0.948545
2020-05-19_RoaringFork_ZH-CN0315142196_640x480.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_640x480_Similarity.jpg,640x480,0.92298
2020-05-19_RoaringFork_ZH-CN0315142196_480x800.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_480x800_Similarity.jpg,480x800,0.911603
2020-05-19_RoaringFork_ZH-CN0315142196_400x240.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_400x240_Similarity.jpg,400x240,0.772343
2020-05-19_RoaringFork_ZH-CN0315142196_320x240.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_320x240_Similarity.jpg,320x240,0.787993
2020-05-19_RoaringFork_ZH-CN0315142196_240x320.jpg,2020-05-19_RoaringFork_ZH-CN0315142196_240x320_Similarity.jpg,240x320,0.83184
2020-05-20_LavenderBee_ZH-CN0499654521_1920x1080.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_1920x1080_Similarity.jpg,1920x1080,0.981736
2020-05-20_LavenderBee_ZH-CN0499654521_1366x768.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_1366x768_Similarity.jpg,1366x768,0.982722
2020-05-20_LavenderBee_ZH-CN0499654521_1280x768.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_1280x768_Similarity.jpg,1280x768,0.989549
2020-05-20_LavenderBee_ZH-CN0499654521_1024x768.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_1024x768_Similarity.jpg,1024x768,0.974335
2020-05-20_LavenderBee_ZH-CN0499654521_800x600.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_800x600_Similarity.jpg,800x600,0.971923
2020-05-20_LavenderBee_ZH-CN0499654521_800x480.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_800x480_Similarity.jpg,800x480,0.960052
2020-05-20_LavenderBee_ZH-CN0499654521_768x1280.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_768x1280_Similarity.jpg,768x1280,0.988597
2020-05-20_LavenderBee_ZH-CN0499654521_720x1280.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_720x1280_Similarity.jpg,720x1280,0.987123
2020-05-20_LavenderBee_ZH-CN0499654521_640x480.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_640x480_Similarity.jpg,640x480,0.958494
2020-05-20_LavenderBee_ZH-CN0499654521_480x800.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_480x800_Similarity.jpg,480x800,0.946996
2020-05-20_LavenderBee_ZH-CN0499654521_400x240.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_400x240_Similarity.jpg,400x240,0.886697
2020-05-20_LavenderBee_ZH-CN0499654521_320x240.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_320x240_Similarity.jpg,320x240,0.852155
2020-05-20_LavenderBee_ZH-CN0499654521_240x320.jpg,2020-05-20_LavenderBee_ZH-CN0499654521_240x320_Similarity.jpg,240x320,0.88353
2020-05-21_PoppyDeer_ZH-CN8317016056_1920x1080.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_1920x1080_Similarity.jpg,1920x1080,0.993966
2020-05-21_PoppyDeer_ZH-CN8317016056_1366x768.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_1366x768_Similarity.jpg,1366x768,0.991248
2020-05-21_PoppyDeer_ZH-CN8317016056_1280x768.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_1280x768_Similarity.jpg,1280x768,0.98943
2020-05-21_PoppyDeer_ZH-CN8317016056_1024x768.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_1024x768_Similarity.jpg,1024x768,0.989766
2020-05-21_PoppyDeer_ZH-CN8317016056_800x600.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_800x600_Similarity.jpg,800x600,0.981134
2020-05-21_PoppyDeer_ZH-CN8317016056_800x480.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_800x480_Similarity.jpg,800x480,0.983207
2020-05-21_PoppyDeer_ZH-CN8317016056_768x1280.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_768x1280_Similarity.jpg,768x1280,0.990025
2020-05-21_PoppyDeer_ZH-CN8317016056_720x1280.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_720x1280_Similarity.jpg,720x1280,0.988463
2020-05-21_PoppyDeer_ZH-CN8317016056_640x480.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_640x480_Similarity.jpg,640x480,0.973086
2020-05-21_PoppyDeer_ZH-CN8317016056_480x800.jpg,2020-05-21_PoppyDeer_ZH-CN8317016056_480x800_Similarity.jpg,480x800,0.960272
